loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
30.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
5.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,5,0,0,0,5.0,5.0,7.0,5.0,1.0,False
52.0,5.0,1.0,3.0,171.0,922.09,0.04,23.38,39.43,21562.63,0.31,1197.92,39,0,11,0,16.0,26.0,95.0,76.0,9.0,False
46.0,9.0,8.0,5.0,164.0,889.91,0.06,17.38,51.2,15465.98,0.3,859.22,40,0,4,0,14.0,29.0,92.0,72.0,17.0,False
33.0,4.0,1.0,1.0,58.0,269.34,0.08,12.09,22.28,3256.61,0.09,180.92,29,0,2,0,14.0,11.0,39.0,19.0,7.0,False
17.0,2.0,1.0,2.0,78.0,342.6,0.08,12.0,28.55,4111.21,0.11,228.4,13,0,2,0,9.0,12.0,46.0,32.0,3.0,False
97.0,11.0,5.0,6.0,375.0,2241.48,0.03,32.6,68.75,73077.34,0.75,4059.85,75,7,11,0,19.0,44.0,224.0,151.0,21.0,False
16.0,3.0,1.0,2.0,35.0,158.32,0.11,8.73,18.14,1381.74,0.05,76.76,13,0,2,1,12.0,11.0,19.0,16.0,5.0,False
21.0,3.0,1.0,3.0,45.0,203.56,0.14,6.92,29.4,1409.26,0.07,78.29,15,1,3,0,10.0,13.0,27.0,18.0,5.0,False
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
65.0,17.0,12.0,8.0,269.0,1477.31,0.02,60.64,24.36,89578.61,0.49,4976.59,58,0,4,1,23.0,22.0,153.0,116.0,33.0,False
45.0,3.0,1.0,1.0,118.0,584.6,0.04,22.93,25.49,13406.72,0.19,744.82,33,1,9,0,16.0,15.0,75.0,43.0,5.0,True
60.0,15.0,15.0,7.0,346.0,1991.19,0.02,51.56,38.62,102670.79,0.66,5703.93,53,0,7,0,22.0,32.0,196.0,150.0,29.0,False
8.0,3.0,3.0,2.0,20.0,81.75,0.22,4.5,18.17,367.87,0.03,20.44,4,0,2,0,9.0,8.0,12.0,8.0,5.0,False
7.0,3.0,1.0,1.0,17.0,60.94,0.2,4.9,12.44,298.63,0.02,16.59,3,1,1,0,7.0,5.0,10.0,7.0,5.0,False
22.0,4.0,1.0,2.0,77.0,381.47,0.07,14.0,27.25,5340.62,0.13,296.7,16,0,4,0,14.0,17.0,43.0,34.0,7.0,False
23.0,2.0,1.0,2.0,55.0,197.17,0.1,10.0,19.72,1971.73,0.07,109.54,18,0,3,0,6.0,6.0,35.0,20.0,3.0,False
39.0,3.0,3.0,2.0,70.0,350.0,0.12,8.11,43.11,2841.67,0.12,157.87,20,11,6,0,11.0,21.0,39.0,31.0,5.0,False
22.0,1.0,1.0,1.0,75.0,352.53,0.1,9.9,35.61,3490.08,0.12,193.89,15,0,5,0,11.0,15.0,48.0,27.0,1.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False
20.0,1.0,1.0,1.0,177.0,800.67,0.09,11.11,72.06,8896.34,0.27,494.24,17,0,1,0,5.0,18.0,97.0,80.0,1.0,False
77.0,14.0,1.0,4.0,309.0,1743.95,0.01,71.5,24.39,124692.54,0.58,6927.36,62,5,8,0,26.0,24.0,177.0,132.0,27.0,False
10.0,6.0,6.0,1.0,68.0,323.33,0.04,25.0,12.93,8083.31,0.11,449.07,8,0,1,1,18.0,9.0,43.0,25.0,11.0,False
41.0,8.0,1.0,7.0,90.0,423.04,0.08,13.29,31.84,5620.38,0.14,312.24,26,6,6,0,12.0,14.0,59.0,31.0,15.0,False
22.0,3.0,1.0,2.0,55.0,252.17,0.11,9.5,26.54,2395.64,0.08,133.09,18,0,2,0,12.0,12.0,36.0,19.0,5.0,False
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True
13.0,5.0,1.0,5.0,22.0,81.41,0.24,4.08,19.94,332.42,0.03,18.47,8,0,3,0,7.0,6.0,15.0,7.0,9.0,False
56.0,12.0,10.0,10.0,149.0,798.28,0.04,25.43,31.39,20303.96,0.27,1128.0,34,11,9,0,18.0,23.0,84.0,65.0,23.0,False
12.0,4.0,4.0,4.0,53.0,232.79,0.13,7.69,30.26,1790.71,0.08,99.48,9,0,1,0,8.0,13.0,28.0,25.0,7.0,False
4.0,1.0,1.0,1.0,12.0,36.0,0.24,4.17,8.64,150.0,0.01,8.33,2,0,0,0,5.0,3.0,7.0,5.0,1.0,False
10.0,2.0,1.0,2.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,6,0,2,0,8.0,5.0,10.0,5.0,3.0,False
16.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
5.0,1.0,1.0,1.0,13.0,43.19,0.27,3.75,11.52,161.94,0.01,9.0,3,0,0,0,6.0,4.0,8.0,5.0,1.0,False
92.0,16.0,7.0,9.0,278.0,1648.74,0.03,36.97,44.59,60959.0,0.55,3386.61,61,16,13,0,24.0,37.0,164.0,114.0,31.0,False
32.0,5.0,1.0,3.0,102.0,535.29,0.05,20.7,25.86,11080.47,0.18,615.58,21,7,4,0,18.0,20.0,56.0,46.0,9.0,False
14.0,2.0,1.0,2.0,29.0,116.0,0.11,9.0,12.89,1044.0,0.04,58.0,10,1,1,0,9.0,7.0,15.0,14.0,3.0,False
14.0,2.0,1.0,2.0,50.0,212.4,0.16,6.42,33.1,1362.88,0.07,75.72,12,0,0,0,7.0,12.0,28.0,22.0,3.0,False
62.0,3.0,1.0,1.0,106.0,504.02,0.06,15.81,31.87,7969.79,0.17,442.77,29,19,8,3,11.0,16.0,60.0,46.0,5.0,False
54.0,11.0,7.0,9.0,201.0,1134.42,0.03,29.67,38.24,33654.31,0.38,1869.68,44,1,7,0,20.0,30.0,112.0,89.0,21.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
69.0,7.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
126.0,22.0,22.0,1.0,256.0,1380.43,0.02,56.89,24.26,78539.39,0.46,4363.3,85,27,11,0,23.0,19.0,162.0,94.0,37.0,False
13.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
19.0,3.0,1.0,2.0,40.0,180.94,0.08,13.13,13.79,2374.87,0.06,131.94,14,0,3,0,15.0,8.0,26.0,14.0,5.0,False
8.0,1.0,1.0,1.0,23.0,95.91,0.16,6.29,15.26,602.85,0.03,33.49,4,0,2,0,11.0,7.0,15.0,8.0,1.0,False
23.0,9.0,9.0,3.0,86.0,408.92,0.03,30.0,13.63,12267.61,0.14,681.53,15,2,3,0,18.0,9.0,56.0,30.0,17.0,False
13.0,2.0,1.0,1.0,27.0,96.79,0.17,6.0,16.12,580.76,0.03,32.25,11,0,0,0,6.0,6.0,15.0,12.0,3.0,False
38.0,4.0,1.0,4.0,165.0,801.57,0.06,17.78,45.1,14247.85,0.27,791.55,35,0,1,0,9.0,20.0,86.0,79.0,7.0,False
7.0,2.0,1.0,2.0,20.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4,0,1,0,9.0,7.0,10.0,10.0,3.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
20.0,4.0,1.0,1.0,78.0,362.22,0.09,11.67,31.05,4225.91,0.12,234.77,14,0,4,0,10.0,15.0,43.0,35.0,7.0,False
28.0,7.0,1.0,3.0,66.0,289.89,0.05,21.0,13.8,6087.75,0.1,338.21,16,8,2,0,14.0,7.0,45.0,21.0,13.0,False
7.0,2.0,1.0,1.0,18.0,72.0,0.19,5.14,14.0,370.29,0.02,20.57,4,0,1,0,9.0,7.0,10.0,8.0,3.0,False
18.0,3.0,1.0,2.0,43.0,202.12,0.11,9.5,21.28,1920.13,0.07,106.67,14,0,2,0,13.0,13.0,24.0,19.0,5.0,False
10.0,1.0,1.0,1.0,28.0,96.86,0.11,8.75,11.07,847.56,0.03,47.09,6,0,2,0,7.0,4.0,18.0,10.0,1.0,False
23.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
43.0,3.0,1.0,2.0,67.0,318.58,0.08,12.4,25.69,3950.36,0.11,219.46,20,19,1,0,12.0,15.0,36.0,31.0,5.0,False
60.0,7.0,1.0,7.0,156.0,830.22,0.08,12.33,67.32,10239.39,0.28,568.85,43,0,15,0,10.0,30.0,82.0,74.0,13.0,False
30.0,3.0,1.0,3.0,74.0,325.03,0.09,10.88,29.89,3534.72,0.11,196.37,24,0,4,0,9.0,12.0,45.0,29.0,5.0,False
38.0,6.0,1.0,3.0,75.0,339.27,0.04,23.33,14.54,7916.23,0.11,439.79,12,2,19,3,14.0,9.0,45.0,30.0,11.0,True
8.0,3.0,3.0,1.0,21.0,84.0,0.15,6.67,12.6,560.0,0.03,31.11,6,0,0,0,10.0,6.0,13.0,8.0,5.0,False
47.0,8.0,5.0,7.0,123.0,667.43,0.04,26.71,24.98,17829.93,0.22,990.55,39,0,6,0,22.0,21.0,72.0,51.0,15.0,False
43.0,7.0,1.0,4.0,161.0,797.63,0.06,17.33,46.04,13818.86,0.27,767.71,35,2,4,0,11.0,20.0,98.0,63.0,13.0,False
31.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
6.0,1.0,1.0,1.0,8.0,22.46,0.5,2.0,11.23,44.92,0.01,2.5,3,0,1,0,4.0,3.0,5.0,3.0,1.0,False
19.0,2.0,1.0,2.0,49.0,224.66,0.1,10.5,21.4,2358.96,0.07,131.05,14,0,2,0,12.0,12.0,28.0,21.0,3.0,False
13.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
312.0,62.0,57.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,51.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False
65.0,3.0,1.0,3.0,204.0,1092.94,0.06,17.18,63.62,18775.16,0.36,1043.06,39,10,11,0,13.0,28.0,130.0,74.0,5.0,False
21.0,3.0,3.0,2.0,51.0,239.72,0.08,12.25,19.57,2936.6,0.08,163.14,16,0,3,0,14.0,12.0,30.0,21.0,5.0,False
19.0,3.0,1.0,3.0,27.0,105.49,0.15,6.75,15.63,712.03,0.04,39.56,10,7,0,0,9.0,6.0,18.0,9.0,5.0,False
64.0,12.0,12.0,12.0,193.0,1125.75,0.06,16.0,70.36,18011.96,0.38,1000.66,48,4,8,2,16.0,41.0,111.0,82.0,23.0,False
34.0,6.0,3.0,5.0,73.0,354.63,0.11,9.17,38.69,3250.8,0.12,180.6,30,0,2,0,11.0,18.0,43.0,30.0,11.0,False
34.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
101.0,6.0,1.0,4.0,299.0,1838.77,0.05,22.19,82.85,40810.58,0.61,2267.25,75,8,14,2,17.0,54.0,158.0,141.0,11.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8.0,7.0,9.0,7.0,3.0,False
9.0,2.0,1.0,2.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,6,1,0,0,6.0,5.0,8.0,5.0,3.0,False
39.0,4.0,1.0,3.0,110.0,554.88,0.09,11.5,48.25,6381.16,0.18,354.51,29,0,8,0,11.0,22.0,64.0,46.0,7.0,False
13.0,7.0,6.0,3.0,47.0,215.49,0.14,7.14,30.17,1539.24,0.07,85.51,10,0,1,0,10.0,14.0,27.0,20.0,13.0,False
13.0,2.0,1.0,2.0,27.0,110.36,0.11,9.17,12.04,1011.65,0.04,56.2,10,0,1,0,11.0,6.0,17.0,10.0,3.0,False
49.0,5.0,1.0,3.0,174.0,817.88,0.03,37.92,21.57,31011.15,0.27,1722.84,37,5,5,0,14.0,12.0,109.0,65.0,9.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
11.0,1.0,1.0,1.0,23.0,87.57,0.22,4.5,19.46,394.06,0.03,21.89,6,0,3,0,7.0,7.0,14.0,9.0,1.0,False
67.0,19.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,False
4.0,1.0,1.0,1.0,14.0,48.43,0.4,2.5,19.37,121.08,0.02,6.73,2,0,0,0,5.0,6.0,8.0,6.0,1.0,False
18.0,3.0,3.0,1.0,36.0,155.59,0.08,12.07,12.89,1878.19,0.05,104.34,12,0,4,0,13.0,7.0,23.0,13.0,5.0,False
9.0,2.0,1.0,2.0,14.0,46.51,0.19,5.25,8.86,244.16,0.02,13.56,6,0,1,0,6.0,4.0,7.0,7.0,3.0,False
20.0,2.0,1.0,2.0,56.0,274.79,0.11,8.79,31.25,2416.5,0.09,134.25,14,0,4,0,13.0,17.0,33.0,23.0,3.0,False
7.0,2.0,1.0,2.0,19.0,65.73,0.07,13.5,4.87,887.34,0.02,49.3,5,0,0,0,9.0,2.0,13.0,6.0,3.0,False
30.0,2.0,1.0,2.0,66.0,317.29,0.07,14.42,22.0,4576.23,0.11,254.24,15,6,3,0,15.0,13.0,41.0,25.0,3.0,False
20.0,11.0,9.0,4.0,53.0,232.79,0.06,15.44,15.08,3593.74,0.08,199.65,17,0,1,0,13.0,8.0,34.0,19.0,21.0,False
10.0,3.0,3.0,1.0,22.0,91.74,0.14,7.0,13.11,642.17,0.03,35.68,6,0,2,0,12.0,6.0,15.0,7.0,5.0,False
41.0,14.0,12.0,7.0,113.0,559.82,0.05,20.59,27.19,11525.79,0.19,640.32,36,0,3,0,14.0,17.0,63.0,50.0,27.0,False
37.0,4.0,4.0,2.0,75.0,368.02,0.06,17.0,21.65,6256.29,0.12,347.57,20,1,14,0,17.0,13.0,49.0,26.0,7.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6.0,6.0,10.0,7.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
30.0,7.0,1.0,7.0,77.0,377.83,0.08,13.13,28.79,4959.03,0.13,275.5,27,0,1,0,14.0,16.0,47.0,30.0,8.0,False
26.0,4.0,1.0,4.0,74.0,366.61,0.08,13.33,27.5,4888.14,0.12,271.56,20,0,4,0,16.0,15.0,49.0,25.0,6.0,False
5.0,1.0,1.0,1.0,16.0,55.35,0.5,2.0,27.68,110.7,0.02,6.15,3,0,0,0,4.0,7.0,9.0,7.0,1.0,False
60.0,9.0,3.0,5.0,202.0,1115.76,0.02,43.45,25.68,48482.41,0.37,2693.47,46,1,11,0,25.0,21.0,129.0,73.0,17.0,False
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0,False
21.0,2.0,1.0,2.0,58.0,265.93,0.11,8.88,29.93,2362.67,0.09,131.26,11,0,5,3,11.0,13.0,37.0,21.0,3.0,False
52.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
14.0,5.0,1.0,1.0,49.0,191.44,0.11,9.33,20.51,1786.75,0.06,99.26,8,2,2,0,6.0,9.0,21.0,28.0,9.0,False
16.0,1.0,1.0,1.0,46.0,198.81,0.12,8.5,23.39,1689.87,0.07,93.88,9,0,5,0,10.0,10.0,29.0,17.0,1.0,False
13.0,1.0,1.0,1.0,41.0,174.17,0.14,7.2,24.19,1253.99,0.06,69.67,9,0,1,0,9.0,10.0,25.0,16.0,1.0,False
32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
37.0,8.0,6.0,5.0,102.0,531.36,0.05,21.64,24.56,11498.13,0.18,638.79,31,0,4,0,19.0,18.0,61.0,41.0,15.0,False
22.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
7.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,3.0,0.0,3.0,0.0,1.0,False
9.0,1.0,1.0,1.0,56.0,237.88,0.17,6.0,39.65,1427.3,0.08,79.29,7,0,0,0,6.0,13.0,30.0,26.0,1.0,False
122.0,13.0,6.0,8.0,370.0,2139.1,0.02,58.28,36.71,124658.08,0.71,6925.45,82,23,12,3,26.0,29.0,240.0,130.0,25.0,False
20.0,1.0,1.0,1.0,89.0,448.95,0.08,12.53,35.84,5623.7,0.15,312.43,14,0,4,0,14.0,19.0,55.0,34.0,1.0,False
74.0,7.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
34.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
270.0,45.0,30.0,14.0,1069.0,6063.82,0.01,158.71,38.21,962387.34,2.02,53465.96,164,78,25,1,20.0,31.0,577.0,492.0,89.0,False
27.0,6.0,1.0,1.0,99.0,427.87,0.03,32.67,13.1,13977.12,0.14,776.51,22,2,1,0,14.0,6.0,71.0,28.0,10.0,False
6.0,1.0,1.0,1.0,14.0,46.51,0.5,2.0,23.25,93.01,0.02,5.17,3,0,1,0,4.0,6.0,8.0,6.0,1.0,False
8.0,1.0,1.0,1.0,33.0,134.89,0.19,5.33,25.29,719.39,0.04,39.97,6,0,0,0,8.0,9.0,21.0,12.0,1.0,False
27.0,6.0,1.0,3.0,86.0,421.99,0.05,19.5,21.64,8228.86,0.14,457.16,23,0,2,0,15.0,15.0,47.0,39.0,11.0,False
133.0,12.0,6.0,8.0,436.0,2801.85,0.03,35.6,78.71,99732.57,0.93,5540.7,96,13,17,4,23.0,63.0,241.0,195.0,23.0,False
4.0,1.0,1.0,1.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,2,0,0,0,6.0,4.0,7.0,4.0,1.0,False
7.0,1.0,1.0,1.0,33.0,122.11,0.18,5.57,21.92,680.35,0.04,37.8,4,0,1,0,6.0,7.0,20.0,13.0,1.0,False
11.0,2.0,1.0,2.0,30.0,127.44,0.24,4.08,31.21,520.37,0.04,28.91,7,0,2,0,7.0,12.0,16.0,14.0,3.0,False
60.0,6.0,1.0,6.0,130.0,677.23,0.05,18.67,36.28,12641.61,0.23,702.31,42,7,7,1,16.0,21.0,81.0,49.0,7.0,False
139.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
10.0,4.0,3.0,1.0,29.0,120.93,0.14,7.07,17.1,855.13,0.04,47.51,7,0,1,0,11.0,7.0,20.0,9.0,7.0,False
11.0,2.0,1.0,2.0,25.0,104.25,0.11,9.1,11.46,948.66,0.03,52.7,8,0,1,0,13.0,5.0,18.0,7.0,3.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
42.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8.0,7.0,9.0,7.0,3.0,False
140.0,39.0,36.0,19.0,612.0,3629.61,0.02,58.54,62.01,212465.05,1.21,11803.61,113,6,9,6,20.0,41.0,372.0,240.0,77.0,False
10.0,3.0,3.0,2.0,23.0,94.01,0.14,7.33,12.82,689.42,0.03,38.3,7,0,1,0,11.0,6.0,15.0,8.0,5.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
5.0,1.0,1.0,1.0,11.0,34.87,0.4,2.5,13.95,87.17,0.01,4.84,3,0,0,0,5.0,4.0,7.0,4.0,1.0,False
143.0,24.0,14.0,16.0,369.0,2170.7,0.02,45.68,47.52,99158.57,0.72,5508.81,105,20,10,5,23.0,36.0,226.0,143.0,47.0,False
16.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
65.0,12.0,8.0,5.0,152.0,824.79,0.04,23.04,35.8,19003.21,0.27,1055.73,48,7,8,0,18.0,25.0,88.0,64.0,23.0,False
28.0,6.0,1.0,5.0,71.0,329.71,0.09,10.67,30.91,3516.95,0.11,195.39,23,0,3,0,10.0,15.0,39.0,32.0,11.0,False
4.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2,0,0,0,6.0,3.0,6.0,3.0,1.0,False
30.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
52.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
11.0,2.0,1.0,2.0,17.0,62.91,0.29,3.5,17.97,220.18,0.02,12.23,7,0,2,0,7.0,6.0,11.0,6.0,3.0,True
14.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
15.0,2.0,1.0,2.0,55.0,261.51,0.15,6.5,40.23,1699.87,0.09,94.44,12,0,3,0,9.0,18.0,29.0,26.0,3.0,False
8.0,1.0,1.0,1.0,9.0,25.27,0.38,2.67,9.47,67.38,0.01,3.74,5,0,1,0,4.0,3.0,5.0,4.0,1.0,False
71.0,12.0,12.0,7.0,290.0,1719.91,0.03,31.24,55.06,53725.81,0.57,2984.77,65,0,3,0,21.0,40.0,171.0,119.0,23.0,False
13.0,6.0,6.0,4.0,47.0,218.26,0.08,12.73,17.15,2777.87,0.07,154.33,10,0,1,0,14.0,11.0,27.0,20.0,11.0,False
37.0,4.0,1.0,4.0,134.0,740.16,0.06,17.04,43.45,12609.11,0.25,700.51,27,1,7,0,18.0,28.0,81.0,53.0,6.0,False
54.0,16.0,11.0,4.0,151.0,829.27,0.04,24.8,33.44,20565.89,0.28,1142.55,43,1,7,1,20.0,25.0,89.0,62.0,31.0,False
7.0,1.0,1.0,1.0,21.0,79.95,0.27,3.75,21.32,299.83,0.03,16.66,5,0,0,0,6.0,8.0,11.0,10.0,1.0,False
7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
23.0,2.0,1.0,2.0,78.0,390.0,0.08,13.24,29.47,5161.76,0.13,286.76,15,2,4,0,15.0,17.0,48.0,30.0,3.0,False
16.0,5.0,1.0,2.0,68.0,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,0,12.0,7.0,41.0,27.0,9.0,False
11.0,2.0,1.0,1.0,14.0,42.0,0.17,6.0,7.0,252.0,0.01,14.0,9,0,0,0,6.0,2.0,10.0,4.0,3.0,False
141.0,20.0,1.0,17.0,460.0,2414.05,0.01,97.22,24.83,234698.98,0.8,13038.83,94,25,19,1,20.0,18.0,285.0,175.0,39.0,False
4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4.0,2.0,4.0,2.0,1.0,False
83.0,6.0,1.0,5.0,253.0,1482.07,0.03,28.99,51.13,42961.01,0.49,2386.72,62,0,19,0,19.0,39.0,134.0,119.0,11.0,False
10.0,2.0,1.0,2.0,26.0,108.42,0.14,7.0,15.49,758.93,0.04,42.16,6,0,0,0,12.0,6.0,19.0,7.0,3.0,False
5.0,1.0,1.0,1.0,21.0,69.76,0.3,3.33,20.93,232.53,0.02,12.92,3,0,0,0,4.0,6.0,11.0,10.0,1.0,False
22.0,2.0,1.0,2.0,64.0,300.83,0.06,15.68,19.18,4717.53,0.1,262.08,13,3,4,0,15.0,11.0,41.0,23.0,3.0,False
32.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
89.0,4.0,4.0,3.0,184.0,992.19,0.03,33.87,29.29,33604.92,0.33,1866.94,50,13,19,0,19.0,23.0,102.0,82.0,7.0,False
9.0,2.0,1.0,2.0,17.0,62.91,0.16,6.4,9.83,402.61,0.02,22.37,6,0,1,0,8.0,5.0,9.0,8.0,3.0,False
27.0,3.0,1.0,3.0,86.0,451.32,0.06,16.65,27.11,7514.51,0.15,417.47,20,0,3,0,18.0,20.0,49.0,37.0,5.0,False
105.0,6.0,1.0,6.0,556.0,3323.37,0.02,45.83,72.52,152296.93,1.11,8460.94,87,2,14,0,17.0,46.0,308.0,248.0,11.0,False
10.0,2.0,1.0,2.0,27.0,105.49,0.13,8.0,13.19,843.89,0.04,46.88,7,0,1,0,8.0,7.0,13.0,14.0,3.0,False
4.0,1.0,1.0,1.0,14.0,50.19,0.29,3.5,14.34,175.66,0.02,9.76,2,0,0,0,7.0,5.0,9.0,5.0,1.0,False
13.0,2.0,1.0,2.0,35.0,153.73,0.18,5.63,27.33,864.74,0.05,48.04,11,0,0,0,9.0,12.0,20.0,15.0,3.0,False
