loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
116.0,18.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,35.0,True
13.0,4.0,1.0,3.0,42.0,178.41,0.14,7.2,24.78,1284.57,0.06,71.37,8,0,3,0,9.0,10.0,26.0,16.0,7.0,False
8.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,4,0,2,0,6.0,6.0,10.0,7.0,1.0,False
6.0,1.0,1.0,1.0,43.0,179.31,0.26,3.85,46.62,689.64,0.06,38.31,4,0,0,0,5.0,13.0,23.0,20.0,1.0,False
56.0,5.0,1.0,5.0,243.0,1429.48,0.05,20.09,71.14,28722.62,0.48,1595.7,45,0,9,0,16.0,43.0,135.0,108.0,9.0,True
21.0,2.0,1.0,2.0,60.0,294.41,0.14,7.0,42.06,2060.88,0.1,114.49,16,0,3,0,10.0,20.0,32.0,28.0,3.0,False
73.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
15.0,1.0,1.0,1.0,32.0,130.8,0.24,4.09,31.97,535.09,0.04,29.73,6,4,3,0,6.0,11.0,17.0,15.0,1.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.4,2.5,24.38,152.36,0.02,8.46,3,0,0,0,5.0,7.0,10.0,7.0,1.0,False
33.0,6.0,1.0,5.0,94.0,474.17,0.04,25.8,18.38,12233.66,0.16,679.65,26,0,5,0,18.0,15.0,51.0,43.0,11.0,False
4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0,False
69.0,3.0,1.0,3.0,300.0,1772.07,0.05,19.93,88.89,35325.77,0.59,1962.54,55,0,12,0,14.0,46.0,169.0,131.0,5.0,False
24.0,1.0,1.0,1.0,36.0,147.15,0.23,4.36,33.72,642.1,0.05,35.67,11,8,3,0,6.0,11.0,20.0,16.0,1.0,False
58.0,3.0,3.0,3.0,219.0,1095.0,0.03,33.53,32.65,36714.71,0.37,2039.71,36,6,13,0,15.0,17.0,143.0,76.0,5.0,False
8.0,2.0,1.0,2.0,18.0,68.53,0.2,5.0,13.71,342.66,0.02,19.04,5,0,1,0,7.0,7.0,8.0,10.0,3.0,False
45.0,3.0,1.0,1.0,118.0,584.6,0.04,22.93,25.49,13406.72,0.19,744.82,33,1,9,0,16.0,15.0,75.0,43.0,5.0,True
14.0,3.0,1.0,2.0,48.0,217.13,0.07,15.0,14.48,3256.96,0.07,180.94,11,0,1,0,15.0,8.0,32.0,16.0,5.0,False
5.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,1,0,3.0,2.0,3.0,2.0,1.0,False
472.0,13.0,6.0,7.0,2077.0,15690.88,0.01,70.05,224.01,1099074.9,5.23,61059.72,325,73,72,0,23.0,165.0,1072.0,1005.0,25.0,False
36.0,4.0,1.0,3.0,74.0,370.0,0.07,14.0,26.43,5180.0,0.12,287.78,26,0,7,0,16.0,16.0,46.0,28.0,7.0,False
18.0,2.0,1.0,2.0,45.0,197.65,0.12,8.25,23.96,1630.65,0.07,90.59,12,0,4,0,11.0,10.0,30.0,15.0,3.0,True
5.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,1,0,4.0,3.0,4.0,3.0,1.0,False
24.0,5.0,1.0,5.0,100.0,504.44,0.07,13.71,36.78,6918.03,0.17,384.33,21,0,1,0,12.0,21.0,52.0,48.0,9.0,False
8.0,1.0,1.0,1.0,26.0,106.27,0.16,6.43,16.53,683.19,0.04,37.96,5,0,1,0,10.0,7.0,17.0,9.0,1.0,False
23.0,4.0,1.0,4.0,55.0,255.41,0.13,7.46,34.22,1906.47,0.09,105.91,20,0,1,0,11.0,14.0,36.0,19.0,7.0,False
50.0,9.0,9.0,4.0,84.0,420.0,0.05,19.73,21.29,8286.92,0.14,460.38,39,0,9,0,19.0,13.0,57.0,27.0,15.0,False
89.0,8.0,4.0,6.0,239.0,1387.96,0.04,23.1,60.08,32065.38,0.46,1781.41,64,14,11,0,17.0,39.0,133.0,106.0,15.0,True
14.0,1.0,1.0,1.0,40.0,169.92,0.23,4.38,38.75,745.02,0.06,41.39,9,0,3,0,6.0,13.0,21.0,19.0,1.0,False
42.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
10.0,1.0,1.0,1.0,56.0,249.73,0.16,6.07,41.16,1515.02,0.08,84.17,8,0,0,0,7.0,15.0,30.0,26.0,1.0,False
86.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
73.0,23.0,23.0,20.0,310.0,1838.53,0.03,32.43,56.68,59634.32,0.61,3313.02,53,7,11,0,22.0,39.0,195.0,115.0,45.0,False
36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
188.0,33.0,24.0,28.0,694.0,4659.69,0.02,48.12,96.84,224202.6,1.55,12455.7,126,26,21,13,27.0,78.0,416.0,278.0,65.0,False
8.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,3,2,1,0,4.0,4.0,7.0,6.0,1.0,False
6.0,1.0,1.0,1.0,8.0,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,1,0,3.0,3.0,5.0,3.0,1.0,False
13.0,2.0,1.0,2.0,27.0,110.36,0.11,9.17,12.04,1011.65,0.04,56.2,10,0,1,0,11.0,6.0,17.0,10.0,3.0,False
11.0,1.0,1.0,1.0,44.0,152.21,0.11,9.0,16.91,1369.93,0.05,76.11,6,0,2,1,6.0,5.0,29.0,15.0,1.0,False
6.0,3.0,3.0,2.0,15.0,58.6,0.22,4.5,13.02,263.72,0.02,14.65,3,0,1,0,9.0,6.0,9.0,6.0,5.0,False
13.0,2.0,1.0,2.0,39.0,171.3,0.12,8.25,20.76,1413.23,0.06,78.51,8,0,3,0,11.0,10.0,24.0,15.0,3.0,False
21.0,3.0,1.0,3.0,45.0,203.56,0.14,6.92,29.4,1409.26,0.07,78.29,15,1,3,0,10.0,13.0,27.0,18.0,5.0,False
18.0,3.0,3.0,1.0,36.0,155.59,0.08,12.07,12.89,1878.19,0.05,104.34,12,0,4,0,13.0,7.0,23.0,13.0,5.0,False
12.0,4.0,3.0,2.0,26.0,110.45,0.13,7.71,14.32,852.01,0.04,47.33,9,0,0,0,12.0,7.0,17.0,9.0,7.0,False
147.0,21.0,20.0,3.0,547.0,3329.84,0.02,62.21,53.52,207163.75,1.11,11509.1,108,15,20,0,26.0,42.0,346.0,201.0,41.0,True
24.0,6.0,6.0,3.0,55.0,241.58,0.05,19.5,12.39,4710.76,0.08,261.7,12,4,3,0,13.0,8.0,31.0,24.0,11.0,False
9.0,2.0,1.0,1.0,29.0,116.0,0.12,8.33,13.92,966.67,0.04,53.7,7,0,0,0,10.0,6.0,19.0,10.0,3.0,False
120.0,5.0,1.0,4.0,745.0,4905.8,0.03,31.45,156.0,154274.41,1.64,8570.8,77,16,23,0,20.0,76.0,506.0,239.0,9.0,False
4.0,2.0,1.0,1.0,14.0,48.43,0.19,5.33,9.08,258.3,0.02,14.35,2,0,0,0,8.0,3.0,10.0,4.0,3.0,False
60.0,7.0,1.0,7.0,156.0,830.22,0.08,12.33,67.32,10239.39,0.28,568.85,43,0,15,0,10.0,30.0,82.0,74.0,13.0,False
81.0,15.0,10.0,14.0,266.0,1485.6,0.05,20.43,72.72,30348.69,0.5,1686.04,72,4,2,1,13.0,35.0,156.0,110.0,29.0,True
9.0,1.0,1.0,1.0,56.0,237.88,0.17,6.0,39.65,1427.3,0.08,79.29,7,0,0,0,6.0,13.0,30.0,26.0,1.0,False
58.0,11.0,6.0,7.0,225.0,1300.81,0.03,36.31,35.82,47232.71,0.43,2624.04,54,0,2,0,26.0,29.0,144.0,81.0,21.0,True
6.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,1,0,0,4.0,2.0,4.0,2.0,1.0,False
12.0,3.0,3.0,1.0,29.0,120.93,0.06,17.5,6.91,2116.24,0.04,117.57,9,0,1,0,15.0,3.0,22.0,7.0,5.0,False
20.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,43.0,False
8.0,1.0,1.0,1.0,15.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,4,0,2,0,7.0,5.0,9.0,6.0,1.0,False
19.0,2.0,1.0,2.0,40.0,175.69,0.19,5.23,33.59,919.01,0.06,51.06,13,0,3,1,8.0,13.0,23.0,17.0,3.0,False
14.0,2.0,1.0,2.0,31.0,129.27,0.19,5.2,24.86,672.19,0.04,37.34,8,1,3,0,8.0,10.0,18.0,13.0,3.0,True
64.0,7.0,1.0,7.0,132.0,756.09,0.08,12.04,62.79,9104.53,0.25,505.81,45,5,11,0,17.0,36.0,81.0,51.0,13.0,False
19.0,3.0,1.0,2.0,46.0,210.91,0.11,8.88,23.74,1873.84,0.07,104.1,14,0,3,0,11.0,13.0,25.0,21.0,5.0,False
56.0,5.0,1.0,4.0,153.0,840.25,0.05,20.33,41.32,17085.15,0.28,949.18,39,8,6,0,18.0,27.0,92.0,61.0,9.0,False
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True
16.0,2.0,1.0,2.0,31.0,111.13,0.17,6.0,18.52,666.8,0.04,37.04,12,0,2,0,6.0,6.0,19.0,12.0,3.0,False
34.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,True
32.0,4.0,4.0,4.0,79.0,408.42,0.09,11.07,36.89,4521.84,0.14,251.21,23,1,5,0,15.0,21.0,48.0,31.0,7.0,False
30.0,5.0,5.0,1.0,68.0,343.02,0.05,20.77,16.52,7124.24,0.11,395.79,27,0,1,0,20.0,13.0,43.0,27.0,9.0,False
19.0,3.0,1.0,2.0,40.0,180.94,0.08,13.13,13.79,2374.87,0.06,131.94,14,0,3,0,15.0,8.0,26.0,14.0,5.0,False
52.0,14.0,14.0,14.0,213.0,1183.13,0.03,33.12,35.73,39179.72,0.39,2176.65,47,0,3,0,21.0,26.0,132.0,82.0,27.0,True
16.0,2.0,1.0,2.0,34.0,144.43,0.13,7.56,19.1,1092.25,0.05,60.68,10,0,4,0,11.0,8.0,23.0,11.0,3.0,True
23.0,4.0,1.0,4.0,43.0,204.46,0.13,7.89,25.9,1613.77,0.07,89.65,18,1,2,0,13.0,14.0,26.0,17.0,7.0,False
37.0,8.0,6.0,5.0,102.0,531.36,0.05,21.64,24.56,11498.13,0.18,638.79,31,0,4,0,19.0,18.0,61.0,41.0,15.0,False
7.0,3.0,1.0,1.0,17.0,60.94,0.2,4.9,12.44,298.63,0.02,16.59,3,1,1,0,7.0,5.0,10.0,7.0,5.0,False
28.0,1.0,1.0,1.0,93.0,451.79,0.15,6.68,67.62,3018.79,0.15,167.71,18,3,5,0,7.0,22.0,51.0,42.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
11.0,2.0,1.0,1.0,23.0,72.91,0.16,6.25,11.67,455.68,0.02,25.32,9,0,0,0,5.0,4.0,13.0,10.0,3.0,False
9.0,2.0,1.0,2.0,19.0,72.34,0.25,4.0,18.08,289.36,0.02,16.07,7,0,0,0,7.0,7.0,11.0,8.0,3.0,False
20.0,5.0,1.0,2.0,69.0,324.33,0.07,15.0,21.62,4864.96,0.11,270.28,15,0,3,0,13.0,13.0,39.0,30.0,9.0,False
11.0,2.0,1.0,1.0,33.0,125.64,0.11,9.33,13.46,1172.67,0.04,65.15,8,0,1,0,8.0,6.0,19.0,14.0,3.0,False
15.0,3.0,3.0,2.0,40.0,183.4,0.13,7.5,24.45,1375.49,0.06,76.42,12,0,1,0,12.0,12.0,25.0,15.0,5.0,False
46.0,3.0,1.0,3.0,134.0,760.1,0.09,11.54,65.86,8772.02,0.25,487.33,39,0,5,0,14.0,37.0,73.0,61.0,5.0,False
49.0,6.0,1.0,4.0,146.0,742.77,0.04,24.08,30.85,17885.11,0.25,993.62,39,2,6,0,15.0,19.0,85.0,61.0,11.0,True
16.0,1.0,1.0,1.0,51.0,220.42,0.12,8.5,25.93,1873.56,0.07,104.09,9,0,4,0,10.0,10.0,34.0,17.0,1.0,False
94.0,5.0,1.0,5.0,208.0,1202.52,0.04,25.94,46.36,31194.86,0.4,1733.05,53,21,18,0,21.0,34.0,124.0,84.0,8.0,True
12.0,2.0,1.0,2.0,23.0,97.7,0.2,5.0,19.54,488.51,0.03,27.14,7,1,2,0,10.0,9.0,14.0,9.0,3.0,False
23.0,4.0,1.0,4.0,50.0,216.1,0.2,4.93,43.85,1065.05,0.07,59.17,20,0,0,0,6.0,14.0,27.0,23.0,7.0,False
13.0,2.0,1.0,1.0,20.0,78.14,0.22,4.5,17.36,351.62,0.03,19.53,9,0,1,0,9.0,6.0,14.0,6.0,3.0,False
96.0,15.0,9.0,9.0,334.0,2157.45,0.02,50.92,42.37,109857.36,0.72,6103.19,70,9,14,1,38.0,50.0,200.0,134.0,27.0,True
74.0,8.0,3.0,6.0,299.0,1678.8,0.02,58.83,28.54,98758.54,0.56,5486.59,65,0,5,1,23.0,26.0,166.0,133.0,11.0,True
5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,3,0,0,0,6.0,3.0,7.0,3.0,1.0,False
24.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
34.0,7.0,5.0,4.0,119.0,641.69,0.06,17.68,36.29,11345.0,0.21,630.28,26,1,5,0,17.0,25.0,67.0,52.0,13.0,True
21.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
23.0,4.0,4.0,2.0,67.0,328.76,0.05,18.75,17.53,6164.28,0.11,342.46,18,0,3,0,18.0,12.0,42.0,25.0,7.0,False
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,True
18.0,5.0,1.0,1.0,54.0,186.81,0.06,17.5,10.67,3269.16,0.06,181.62,11,0,4,0,7.0,4.0,34.0,20.0,9.0,False
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
12.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,19.0,False
77.0,1.0,1.0,1.0,365.0,2273.52,0.1,10.45,217.61,23753.18,0.76,1319.62,67,0,8,0,8.0,67.0,190.0,175.0,1.0,True
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True
23.0,10.0,10.0,8.0,106.0,530.0,0.05,21.0,25.24,11130.0,0.18,618.33,18,0,3,0,16.0,16.0,64.0,42.0,19.0,False
24.0,3.0,1.0,3.0,64.0,325.6,0.12,8.36,38.96,2721.07,0.11,151.17,20,0,2,0,13.0,21.0,37.0,27.0,5.0,True
51.0,31.0,28.0,28.0,330.0,1890.21,0.03,37.73,50.09,71326.03,0.63,3962.56,44,1,4,0,21.0,32.0,215.0,115.0,61.0,True
126.0,32.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,63.0,True
17.0,8.0,6.0,5.0,35.0,148.68,0.11,8.94,16.64,1328.8,0.05,73.82,15,0,0,0,11.0,8.0,22.0,13.0,15.0,False
28.0,4.0,1.0,4.0,102.0,518.91,0.06,15.79,32.87,8193.49,0.17,455.19,23,0,2,0,15.0,19.0,62.0,40.0,7.0,False
137.0,15.0,7.0,8.0,492.0,3127.92,0.02,43.27,72.29,135348.62,1.04,7519.37,119,0,16,0,23.0,59.0,270.0,222.0,29.0,False
52.0,2.0,1.0,2.0,227.0,981.08,0.01,86.33,11.36,84699.71,0.33,4705.54,36,3,10,0,14.0,6.0,153.0,74.0,3.0,False
52.0,8.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
99.0,12.0,5.0,4.0,201.0,1097.35,0.02,41.5,26.44,45539.85,0.37,2529.99,44,20,27,2,22.0,22.0,118.0,83.0,23.0,False
34.0,2.0,1.0,1.0,118.0,573.24,0.03,32.58,17.59,18678.13,0.19,1037.67,23,1,8,0,17.0,12.0,72.0,46.0,3.0,True
17.0,3.0,1.0,1.0,36.0,150.12,0.12,8.13,18.48,1219.7,0.05,67.76,14,0,3,0,10.0,8.0,23.0,13.0,5.0,False
25.0,2.0,1.0,2.0,64.0,314.04,0.1,10.5,29.91,3297.43,0.1,183.19,17,0,5,0,14.0,16.0,40.0,24.0,3.0,False
16.0,8.0,8.0,7.0,57.0,257.83,0.1,9.62,26.82,2479.26,0.09,137.74,11,2,1,0,10.0,13.0,32.0,25.0,15.0,False
29.0,3.0,3.0,1.0,82.0,402.37,0.12,8.14,49.41,3276.4,0.13,182.02,16,7,4,0,9.0,21.0,44.0,38.0,5.0,True
24.0,6.0,6.0,4.0,84.0,434.27,0.05,21.88,19.85,9499.74,0.14,527.76,19,0,3,0,20.0,16.0,49.0,35.0,11.0,False
15.0,2.0,1.0,2.0,50.0,237.74,0.09,10.77,22.08,2560.32,0.08,142.24,12,0,1,0,14.0,13.0,30.0,20.0,3.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
27.0,6.0,1.0,1.0,99.0,427.87,0.03,32.67,13.1,13977.12,0.14,776.51,22,2,1,0,14.0,6.0,71.0,28.0,10.0,False
8.0,2.0,1.0,2.0,11.0,36.54,0.33,3.0,12.18,109.62,0.01,6.09,5,1,0,0,6.0,4.0,7.0,4.0,3.0,False
104.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
16.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
109.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,23.0,False
55.0,8.0,4.0,6.0,98.0,531.77,0.1,9.9,53.73,5262.73,0.18,292.37,37,6,9,1,14.0,29.0,57.0,41.0,15.0,False
126.0,19.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,37.0,False
47.0,3.0,1.0,3.0,178.0,1019.57,0.05,19.8,51.49,20187.48,0.34,1121.53,35,1,9,0,18.0,35.0,101.0,77.0,5.0,False
193.0,35.0,16.0,24.0,595.0,3570.0,0.01,67.04,53.25,239320.61,1.19,13295.59,157,22,12,0,23.0,41.0,356.0,239.0,69.0,True
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
143.0,22.0,11.0,16.0,457.0,2762.29,0.02,47.25,58.46,130518.11,0.92,7251.01,123,5,8,5,22.0,44.0,268.0,189.0,43.0,True
18.0,2.0,1.0,2.0,45.0,211.52,0.1,10.0,21.15,2115.2,0.07,117.51,12,1,3,0,13.0,13.0,25.0,20.0,3.0,False
198.0,46.0,19.0,17.0,901.0,6024.54,0.01,100.31,60.06,604291.69,2.0,33571.76,153,12,31,0,44.0,59.0,632.0,269.0,79.0,False
104.0,9.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
23.0,5.0,1.0,1.0,65.0,276.12,0.06,17.33,15.93,4786.0,0.09,265.89,20,0,1,0,13.0,6.0,49.0,16.0,7.0,False
13.0,2.0,1.0,2.0,50.0,235.02,0.24,4.24,55.47,995.75,0.08,55.32,10,0,1,0,7.0,19.0,27.0,23.0,3.0,True
138.0,66.0,63.0,59.0,721.0,4645.36,0.02,44.86,103.54,208407.84,1.55,11578.21,129,2,5,0,21.0,66.0,439.0,282.0,131.0,False
38.0,8.0,7.0,2.0,76.0,386.65,0.05,18.37,21.05,7101.42,0.13,394.52,28,2,6,0,19.0,15.0,47.0,29.0,15.0,False
28.0,3.0,1.0,3.0,107.0,544.36,0.07,13.36,40.73,7274.61,0.18,404.14,20,0,6,0,12.0,22.0,58.0,49.0,5.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
53.0,6.0,1.0,6.0,146.0,824.0,0.06,18.08,45.57,14898.51,0.27,827.69,43,0,6,0,19.0,31.0,87.0,59.0,11.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
15.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
7.0,1.0,1.0,1.0,20.0,76.15,0.29,3.5,21.76,266.51,0.03,14.81,5,0,0,0,7.0,7.0,13.0,7.0,1.0,False
5.0,1.0,1.0,1.0,17.0,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,0,6.0,6.0,10.0,7.0,1.0,False
162.0,27.0,5.0,15.0,492.0,3261.64,0.03,33.11,98.51,107986.84,1.09,5999.27,123,19,16,2,25.0,74.0,296.0,196.0,53.0,True
33.0,3.0,1.0,1.0,134.0,692.77,0.05,21.2,32.68,14686.72,0.23,815.93,27,0,3,0,16.0,20.0,81.0,53.0,5.0,True
9.0,4.0,3.0,2.0,36.0,155.59,0.09,11.67,13.34,1815.21,0.05,100.84,6,0,1,0,14.0,6.0,26.0,10.0,7.0,False
19.0,1.0,1.0,1.0,27.0,110.36,0.24,4.2,26.28,463.52,0.04,25.75,7,0,4,0,7.0,10.0,15.0,12.0,1.0,True
74.0,15.0,11.0,10.0,221.0,1213.7,0.04,25.1,48.35,30468.04,0.4,1692.67,53,8,9,0,16.0,29.0,130.0,91.0,29.0,False
11.0,2.0,1.0,2.0,43.0,197.15,0.18,5.7,34.59,1123.77,0.07,62.43,6,0,3,0,9.0,15.0,24.0,19.0,3.0,False
7.0,1.0,1.0,1.0,17.0,60.94,0.5,2.0,30.47,121.89,0.02,6.77,3,0,2,0,4.0,8.0,9.0,8.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False
